name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,name_2
Jiddat al Harasis 369,51636,Valid,H~5,7100.00000,Found,01/01/2003 12:00:00 AM,19.28525,55.82243,"(19.28525, 55.82243)",Oman
Jiddat al Harasis 370,51637,Valid,L~6,1453.10000,Found,01/01/2003 12:00:00 AM,19.33183,55.81017,"(19.33183, 55.81017)",Oman
Jiddat al Harasis 371,51638,Valid,L~6,660.50000,Found,01/01/2003 12:00:00 AM,19.31028,55.83092,"(19.31028, 55.83092)",Oman
Jiddat al Harasis 372,51639,Valid,H~4,380.90000,Found,01/01/2003 12:00:00 AM,19.35872,55.71072,"(19.35872, 55.71072)",Oman
Jiddat al Harasis 373,51640,Valid,L~5,68.60000,Found,01/01/2003 12:00:00 AM,19.33880,55.71862,"(19.3388, 55.71862)",Oman
Jiddat al Harasis 374,51641,Valid,H5,60.60000,Found,01/01/2003 12:00:00 AM,19.30267,55.70372,"(19.30267, 55.70372)",Oman
Jiddat al Harasis 375,51642,Valid,L~4,113.40000,Found,01/01/2003 12:00:00 AM,19.30267,55.70097,"(19.30267, 55.70097)",Oman
Jiddat al Harasis 376,51643,Valid,H5,1429.40000,Found,01/01/2003 12:00:00 AM,19.31840,55.70303,"(19.3184, 55.70303)",Oman
Jiddat al Harasis 377,51644,Valid,H5,373.50000,Found,01/01/2003 12:00:00 AM,19.31043,55.71093,"(19.31043, 55.71093)",Oman
Jiddat al Harasis 378,51645,Valid,L~6,1186.30000,Found,01/01/2003 12:00:00 AM,19.28930,55.71468,"(19.2893, 55.71468)",Oman
Jiddat al Harasis 379,51646,Valid,H~6,297.70000,Found,01/01/2003 12:00:00 AM,19.28438,55.70357,"(19.28438, 55.70357)",Oman
Jiddat al Harasis 380,51647,Valid,H~5,144.50000,Found,01/01/2003 12:00:00 AM,19.30340,55.70585,"(19.3034, 55.70585)",Oman
Jiddat al Harasis 381,51648,Valid,H~5,501.00000,Found,01/01/2003 12:00:00 AM,19.30747,55.69782,"(19.30747, 55.69782)",Oman
Jiddat al Harasis 382,51649,Valid,H~5,308.90000,Found,01/01/2003 12:00:00 AM,19.29752,55.78290,"(19.29752, 55.7829)",Oman
Jiddat al Harasis 383,51650,Valid,H~5,374.80000,Found,01/01/2003 12:00:00 AM,19.28232,55.78092,"(19.28232, 55.78092)",Oman
Jiddat al Harasis 384,51651,Valid,L~6,519.70000,Found,01/01/2003 12:00:00 AM,19.28098,55.78318,"(19.28098, 55.78318)",Oman
Jiddat al Harasis 385,55267,Valid,L~6,161.60000,Found,01/01/2003 12:00:00 AM,19.36147,55.89948,"(19.36147, 55.89948)",Oman
Jiddat al Harasis 386,51652,Valid,H~5,1412.90000,Found,01/01/2003 12:00:00 AM,19.29912,55.79400,"(19.29912, 55.794)",Oman
Jiddat al Harasis 387,51653,Valid,L5,622.40000,Found,01/01/2003 12:00:00 AM,19.27643,55.76668,"(19.27643, 55.76668)",Oman
Jiddat al Harasis 388,51654,Valid,L~6,1589.20000,Found,01/01/2003 12:00:00 AM,19.27775,55.76402,"(19.27775, 55.76402)",Oman
Jiddat al Harasis 389,51655,Valid,H~6,1059.70000,Found,01/01/2003 12:00:00 AM,19.27943,55.76672,"(19.27943, 55.76672)",Oman
Jiddat al Harasis 390,51656,Valid,H~6,159.20000,Found,01/01/2003 12:00:00 AM,19.27430,55.75713,"(19.2743, 55.75713)",Oman
Jiddat al Harasis 391,51657,Valid,H~4,57.90000,Found,01/01/2003 12:00:00 AM,19.27863,55.77312,"(19.27863, 55.77312)",Oman
Jiddat al Harasis 392,51658,Valid,H~6,220.80000,Found,01/01/2003 12:00:00 AM,19.29157,55.78428,"(19.29157, 55.78428)",Oman
Jiddat al Harasis 393,51659,Valid,H~5,1360.80000,Found,01/01/2003 12:00:00 AM,19.31817,55.77532,"(19.31817, 55.77532)",Oman
Jiddat al Harasis 394,51660,Valid,L~6,1174.40000,Found,01/01/2003 12:00:00 AM,19.30128,55.80838,"(19.30128, 55.80838)",Oman
Jiddat al Harasis 395,53508,Valid,Diogenite,243.00000,Found,01/01/2000 12:00:00 AM,19.91667,56.25000,"(19.91667, 56.25)",Oman
Jiddat al Harasis 396,48547,Valid,LL5,122.59500,Found,01/01/2002 12:00:00 AM,19.99542,56.39193,"(19.99542, 56.39193)",Oman
Jiddat al Harasis 397,48548,Valid,H4,139.08800,Found,01/01/2002 12:00:00 AM,19.96807,56.42157,"(19.96807, 56.42157)",Oman
Jiddat al Harasis 398,48549,Valid,H4,262.28300,Found,01/01/2002 12:00:00 AM,19.96592,56.42677,"(19.96592, 56.42677)",Oman
Jiddat al Harasis 399,48550,Valid,H4,90.00000,Found,01/01/2002 12:00:00 AM,19.96977,56.41743,"(19.96977, 56.41743)",Oman
Jiddat al Harasis 400,48551,Valid,H4,70.75800,Found,01/01/2002 12:00:00 AM,19.96975,56.41717,"(19.96975, 56.41717)",Oman
Jiddat al Harasis 401,48552,Valid,L6,49.33000,Found,01/01/2002 12:00:00 AM,19.99743,56.41067,"(19.99743, 56.41067)",Oman
Jiddat al Harasis 402,48553,Valid,H5,81.63800,Found,01/01/2002 12:00:00 AM,19.99937,56.40710,"(19.99937, 56.4071)",Oman
Jiddat al Harasis 403,48554,Valid,Mesosiderite,153.27800,Found,01/01/2002 12:00:00 AM,19.97568,56.41903,"(19.97568, 56.41903)",Oman
Jiddat al Harasis 404,48555,Valid,Eucrite,341.00000,Found,01/01/2006 12:00:00 AM,19.68020,56.61008,"(19.6802, 56.61008)",Oman
Jiddat al Harasis 405,48556,Valid,Eucrite,980.00000,Found,01/01/2006 12:00:00 AM,19.68578,56.62402,"(19.68578, 56.62402)",Oman
Jiddat al Harasis 406,48557,Valid,L6,33000.00000,Found,01/01/2006 12:00:00 AM,19.53268,56.87225,"(19.53268, 56.87225)",Oman
Jiddat al Harasis 407,48558,Valid,H6,7000.00000,Found,01/01/2006 12:00:00 AM,19.80152,56.61030,"(19.80152, 56.6103)",Oman
Jiddat al Harasis 408,48559,Valid,L5,280.97200,Found,01/01/2007 12:00:00 AM,19.73472,56.45558,"(19.73472, 56.45558)",Oman
Jiddat al Harasis 409,48560,Valid,Eucrite,283.60400,Found,01/01/2007 12:00:00 AM,19.67678,56.60392,"(19.67678, 56.60392)",Oman
Jiddat al Harasis 410,48561,Valid,Eucrite,529.63900,Found,01/01/2007 12:00:00 AM,19.68598,56.62270,"(19.68598, 56.6227)",Oman
Jiddat al Harasis 411,48562,Valid,L6,159.40000,Found,01/01/2007 12:00:00 AM,19.67742,56.60385,"(19.67742, 56.60385)",Oman
Jiddat al Harasis 412,48563,Valid,H6,14.74500,Found,01/01/2007 12:00:00 AM,19.96632,56.21755,"(19.96632, 56.21755)",Oman
Jiddat al Harasis 413,48564,Valid,H4,172.60000,Found,01/01/2007 12:00:00 AM,19.82992,56.57698,"(19.82992, 56.57698)",Oman
Jiddat al Harasis 414,48565,Valid,H6,27.29800,Found,01/01/2007 12:00:00 AM,19.82700,56.56567,"(19.827, 56.56567)",Oman
Jiddat al Harasis 415,48566,Valid,H6,304.24600,Found,01/01/2007 12:00:00 AM,19.81462,56.52998,"(19.81462, 56.52998)",Oman
Jiddat al Harasis 416,48567,Valid,L6,18.77000,Found,01/01/2007 12:00:00 AM,19.78720,56.42157,"(19.7872, 56.42157)",Oman
Jiddat al Harasis 417,48568,Valid,H4-5,36.13200,Found,01/01/2007 12:00:00 AM,19.78495,56.42195,"(19.78495, 56.42195)",Oman
Jiddat al Harasis 418,48569,Valid,H4,205.92600,Found,01/01/2007 12:00:00 AM,19.79233,56.42625,"(19.79233, 56.42625)",Oman
Jiddat al Harasis 419,48570,Valid,H4,111.22400,Found,01/01/2007 12:00:00 AM,19.79752,56.43992,"(19.79752, 56.43992)",Oman
Jiddat al Harasis 420,48571,Valid,H3/4,25.09100,Found,01/01/2007 12:00:00 AM,19.95765,56.17768,"(19.95765, 56.17768)",Oman
Jiddat al Harasis 421,48572,Valid,L6,47.90900,Found,01/01/2007 12:00:00 AM,19.92415,56.33683,"(19.92415, 56.33683)",Oman
Jiddat al Harasis 422,48573,Valid,Ureilite,61.50000,Found,01/01/2007 12:00:00 AM,19.83928,56.47937,"(19.83928, 56.47937)",Oman
Jiddat al Harasis 423,48574,Valid,H4,1457.30000,Found,01/01/2007 12:00:00 AM,19.78328,56.41393,"(19.78328, 56.41393)",Oman
Jiddat al Harasis 424,48575,Valid,Ureilite,160.32000,Found,01/01/2007 12:00:00 AM,19.92282,56.35117,"(19.92282, 56.35117)",Oman
Jiddat al Harasis 425,48576,Valid,H3.4,257.28700,Found,01/01/2007 12:00:00 AM,19.91167,56.33590,"(19.91167, 56.3359)",Oman
Jiddat al Harasis 426,48577,Valid,L6,11170.10000,Found,01/01/2007 12:00:00 AM,19.93787,56.39555,"(19.93787, 56.39555)",Oman
Jiddat al Harasis 427,48578,Valid,H4/5,16.71500,Found,01/01/2007 12:00:00 AM,19.92488,56.40488,"(19.92488, 56.40488)",Oman
Jiddat al Harasis 428,48579,Valid,H6,131.44900,Found,01/01/2007 12:00:00 AM,19.93645,56.36058,"(19.93645, 56.36058)",Oman
Jiddat al Harasis 429,48580,Valid,H4,36.65700,Found,01/01/2007 12:00:00 AM,19.93750,56.47400,"(19.9375, 56.474)",Oman
Jiddat al Harasis 430,48581,Valid,L4/5,5.75700,Found,01/01/2007 12:00:00 AM,19.93755,56.47403,"(19.93755, 56.47403)",Oman
Jiddat al Harasis 431,48582,Valid,H4,18.31900,Found,01/01/2007 12:00:00 AM,19.76285,56.39985,"(19.76285, 56.39985)",Oman
Jiddat al Harasis 432,48583,Valid,H6,345.34000,Found,01/01/2007 12:00:00 AM,19.75668,56.33588,"(19.75668, 56.33588)",Oman
Jiddat al Harasis 433,48584,Valid,H6,661.90000,Found,01/01/2007 12:00:00 AM,19.76518,56.33898,"(19.76518, 56.33898)",Oman
Jiddat al Harasis 434,48585,Valid,L6,186.42600,Found,01/01/2007 12:00:00 AM,19.75612,56.31647,"(19.75612, 56.31647)",Oman
Jiddat al Harasis 435,48586,Valid,L6,353.16000,Found,01/01/2007 12:00:00 AM,19.69272,56.37732,"(19.69272, 56.37732)",Oman
Jiddat al Harasis 436,48587,Valid,L6,308.65000,Found,01/01/2007 12:00:00 AM,19.62620,56.50932,"(19.6262, 56.50932)",Oman
Jiddat al Harasis 437,48588,Valid,H5,364.02200,Found,01/01/2007 12:00:00 AM,19.58107,56.47213,"(19.58107, 56.47213)",Oman
Jiddat al Harasis 438,48589,Valid,H4,658.00000,Found,01/01/2007 12:00:00 AM,19.57872,56.44508,"(19.57872, 56.44508)",Oman
Jiddat al Harasis 439,48590,Valid,H4,1024.30000,Found,01/01/2007 12:00:00 AM,19.58150,56.44063,"(19.5815, 56.44063)",Oman
Jiddat al Harasis 440,48591,Valid,L4,32.16900,Found,01/01/2007 12:00:00 AM,19.60002,56.43200,"(19.60002, 56.432)",Oman
Jiddat al Harasis 441,48592,Valid,L4,513.83100,Found,01/01/2007 12:00:00 AM,19.60597,56.42970,"(19.60597, 56.4297)",Oman
Jiddat al Harasis 442,48593,Valid,L4,287.48700,Found,01/01/2007 12:00:00 AM,19.60557,56.42852,"(19.60557, 56.42852)",Oman
Jiddat al Harasis 443,48594,Valid,L4,759.77700,Found,01/01/2007 12:00:00 AM,19.60358,56.42743,"(19.60358, 56.42743)",Oman
Jiddat al Harasis 444,48595,Valid,L4,68.03900,Found,01/01/2007 12:00:00 AM,19.60187,56.42582,"(19.60187, 56.42582)",Oman
Jiddat al Harasis 445,48596,Valid,L4,94.01800,Found,01/01/2007 12:00:00 AM,19.60463,56.42745,"(19.60463, 56.42745)",Oman
Jiddat al Harasis 446,48597,Valid,L4,210.57800,Found,01/01/2007 12:00:00 AM,19.60792,56.43172,"(19.60792, 56.43172)",Oman
Jiddat al Harasis 447,48598,Valid,L4,3.60100,Found,01/01/2007 12:00:00 AM,19.61665,56.42307,"(19.61665, 56.42307)",Oman
Jiddat al Harasis 448,48599,Valid,L4,275.76400,Found,01/01/2007 12:00:00 AM,19.59957,56.43208,"(19.59957, 56.43208)",Oman
Jiddat al Harasis 449,48600,Valid,L/LL4,73.64700,Found,01/01/2007 12:00:00 AM,19.64468,56.44043,"(19.64468, 56.44043)",Oman
Jiddat al Harasis 450,48601,Valid,H3.7-5,217.74100,Found,01/01/2007 12:00:00 AM,19.74033,56.30298,"(19.74033, 56.30298)",Oman
Jiddat al Harasis 451,48602,Valid,H6,334.31300,Found,01/01/2007 12:00:00 AM,19.74078,56.30678,"(19.74078, 56.30678)",Oman
Jiddat al Harasis 452,48603,Valid,L4,100.61400,Found,01/01/2007 12:00:00 AM,19.74997,56.30958,"(19.74997, 56.30958)",Oman
Jiddat al Harasis 453,48604,Valid,L5,48.33600,Found,01/01/2007 12:00:00 AM,19.75672,56.29053,"(19.75672, 56.29053)",Oman
Jiddat al Harasis 454,48605,Valid,H5,417.20900,Found,01/01/2007 12:00:00 AM,19.74113,56.30922,"(19.74113, 56.30922)",Oman
Jiddat al Harasis 455,48606,Valid,H6,88.13200,Found,01/01/2007 12:00:00 AM,19.76060,56.30812,"(19.7606, 56.30812)",Oman
Jiddat al Harasis 456,48607,Valid,H6,264.74000,Found,01/01/2007 12:00:00 AM,19.73780,56.32143,"(19.7378, 56.32143)",Oman
Jiddat al Harasis 457,48608,Valid,L6,6442.00000,Found,01/01/2007 12:00:00 AM,19.73183,56.32925,"(19.73183, 56.32925)",Oman
Jiddat al Harasis 458,48609,Valid,H4,3092.14000,Found,01/01/2007 12:00:00 AM,19.76750,56.33492,"(19.7675, 56.33492)",Oman
Jiddat al Harasis 459,48610,Valid,H6,138.82400,Found,01/01/2007 12:00:00 AM,19.73252,56.34167,"(19.73252, 56.34167)",Oman
Jiddat al Harasis 460,48611,Valid,H6,204.21400,Found,01/01/2007 12:00:00 AM,19.75400,56.34238,"(19.754, 56.34238)",Oman
Jiddat al Harasis 461,48612,Valid,L6,3308.70000,Found,01/01/2007 12:00:00 AM,19.77063,56.35233,"(19.77063, 56.35233)",Oman
Jiddat al Harasis 462,48613,Valid,L6,106.08900,Found,01/01/2007 12:00:00 AM,19.77558,56.35355,"(19.77558, 56.35355)",Oman
Jiddat al Harasis 463,48614,Valid,H5,83.61800,Found,01/01/2007 12:00:00 AM,19.78580,56.35675,"(19.7858, 56.35675)",Oman
Jiddat al Harasis 464,48615,Valid,L4,85.99900,Found,01/01/2007 12:00:00 AM,19.86423,56.37512,"(19.86423, 56.37512)",Oman
Jiddat al Harasis 465,48616,Valid,L6,30.56800,Found,01/01/2007 12:00:00 AM,19.88373,56.33652,"(19.88373, 56.33652)",Oman
Jiddat al Harasis 466,48617,Valid,H6,9.04900,Found,01/01/2007 12:00:00 AM,19.81037,56.45330,"(19.81037, 56.4533)",Oman
Jiddat al Harasis 467,48618,Valid,H5,24.93700,Found,01/01/2007 12:00:00 AM,19.80973,56.45470,"(19.80973, 56.4547)",Oman
Jiddat al Harasis 468,48619,Valid,L6,1064.10000,Found,01/01/2007 12:00:00 AM,19.81440,56.47422,"(19.8144, 56.47422)",Oman
Jiddat al Harasis 469,48620,Valid,L6,5.26300,Found,01/01/2007 12:00:00 AM,19.82223,56.44185,"(19.82223, 56.44185)",Oman
Jiddat al Harasis 470,48621,Valid,L4,267.94300,Found,01/01/2007 12:00:00 AM,19.83892,56.43922,"(19.83892, 56.43922)",Oman
Jiddat al Harasis 471,48622,Valid,L6,8.97300,Found,01/01/2007 12:00:00 AM,19.84388,56.45040,"(19.84388, 56.4504)",Oman
Jiddat al Harasis 472,48623,Valid,L6,140.56900,Found,01/01/2007 12:00:00 AM,19.83555,56.44693,"(19.83555, 56.44693)",Oman
Jiddat al Harasis 473,48624,Valid,L6,25.52900,Found,01/01/2007 12:00:00 AM,19.81938,56.44277,"(19.81938, 56.44277)",Oman
Jiddat al Harasis 474,48625,Valid,LL3.7-6,226.80600,Found,01/01/2007 12:00:00 AM,19.81418,56.44562,"(19.81418, 56.44562)",Oman
Jiddat al Harasis 475,48626,Valid,H5,125.71300,Found,01/01/2007 12:00:00 AM,19.84522,56.46942,"(19.84522, 56.46942)",Oman
Jiddat al Harasis 476,48627,Valid,L6,453.30000,Found,01/01/2007 12:00:00 AM,19.82593,56.40448,"(19.82593, 56.40448)",Oman
Jiddat al Harasis 477,48628,Valid,H4/5,493.80000,Found,01/01/2007 12:00:00 AM,19.87345,56.38538,"(19.87345, 56.38538)",Oman
Jiddat al Harasis 478,48629,Valid,L5,180.50000,Found,01/01/2007 12:00:00 AM,19.79833,56.48840,"(19.79833, 56.4884)",Oman
Jiddat al Harasis 479  ,49513,Valid,Martian (shergottite),553.00000,Found,01/01/2008 12:00:00 AM,19.78565,55.85350,"(19.78565, 55.8535)",Oman
Jiddat al Harasis 480,50670,Valid,H5,21.70000,Found,01/01/2008 12:00:00 AM,19.97133,56.43006,"(19.97133, 56.43006)",Oman
Jiddat al Harasis 481,50671,Valid,Mesosiderite,3.80000,Found,01/01/2008 12:00:00 AM,19.97133,56.43006,"(19.97133, 56.43006)",Oman
Jiddat al Harasis 482,50672,Valid,Mesosiderite,31.90000,Found,01/01/2008 12:00:00 AM,19.97525,56.42839,"(19.97525, 56.42839)",Oman
Jiddat al Harasis 483,50673,Valid,Mesosiderite,2.90000,Found,01/01/2008 12:00:00 AM,19.97875,56.41939,"(19.97875, 56.41939)",Oman
Jiddat al Harasis 484,50674,Valid,H6,5.80000,Found,01/01/2008 12:00:00 AM,19.97892,56.43194,"(19.97892, 56.43194)",Oman
Jiddat al Harasis 485,50675,Valid,Mesosiderite,40.50000,Found,01/01/2008 12:00:00 AM,19.97778,56.42361,"(19.97778, 56.42361)",Oman
Jiddat al Harasis 486,50676,Valid,Mesosiderite,15.80000,Found,01/01/2008 12:00:00 AM,19.97531,56.42192,"(19.97531, 56.42192)",Oman
Jiddat al Harasis 487,50677,Valid,H6,5.90000,Found,01/01/2008 12:00:00 AM,19.97567,56.41800,"(19.97567, 56.418)",Oman
Jiddat al Harasis 488,50678,Valid,H3,22.00000,Found,01/01/2008 12:00:00 AM,19.96825,56.41514,"(19.96825, 56.41514)",Oman
Jiddat al Harasis 489,50679,Valid,Mesosiderite,30.90000,Found,01/01/2008 12:00:00 AM,19.96886,56.41678,"(19.96886, 56.41678)",Oman
Jiddat al Harasis 490,50680,Valid,H6,8.00000,Found,01/01/2008 12:00:00 AM,19.97683,56.41108,"(19.97683, 56.41108)",Oman
Jiddat al Harasis 491,50681,Valid,H4/5,43.00000,Found,01/01/2008 12:00:00 AM,19.98056,56.41206,"(19.98056, 56.41206)",Oman
Jiddat al Harasis 492,50682,Valid,Mesosiderite,325.00000,Found,01/01/2008 12:00:00 AM,19.98147,56.41744,"(19.98147, 56.41744)",Oman
Jiddat al Harasis 493,50997,Valid,L6,438.70000,Found,01/01/2007 12:00:00 AM,19.78450,56.41668,"(19.7845, 56.41668)",Oman
Jiddat al Harasis 494,51401,Valid,L6,63.80000,Found,01/01/2007 12:00:00 AM,19.78573,56.42622,"(19.78573, 56.42622)",Oman
Jiddat al Harasis 495,51402,Valid,L6,501.80000,Found,01/01/2007 12:00:00 AM,19.78508,56.41243,"(19.78508, 56.41243)",Oman
Jiddat al Harasis 496,50915,Valid,L6,254.40000,Found,01/01/2007 12:00:00 AM,19.78570,56.41350,"(19.7857, 56.4135)",Oman
Jiddat al Harasis 497,51403,Valid,L6,36.90000,Found,01/01/2007 12:00:00 AM,19.79147,56.41468,"(19.79147, 56.41468)",Oman
Jiddat al Harasis 498,51404,Valid,L6,59.50000,Found,01/01/2007 12:00:00 AM,19.79218,56.40977,"(19.79218, 56.40977)",Oman
Jiddat al Harasis 499,50916,Valid,L6,606.40000,Found,01/01/2007 12:00:00 AM,19.77988,56.41342,"(19.77988, 56.41342)",Oman
Jiddat al Harasis 500,51405,Valid,H5,1432.20000,Found,01/01/2007 12:00:00 AM,19.75227,56.30963,"(19.75227, 56.30963)",Oman
Jiddat al Harasis 501,50917,Valid,H5,6751.40000,Found,01/01/2007 12:00:00 AM,19.75313,56.30913,"(19.75313, 56.30913)",Oman
Jiddat al Harasis 502,51406,Valid,H5,138.60000,Found,01/01/2007 12:00:00 AM,19.75522,56.30673,"(19.75522, 56.30673)",Oman
Jiddat al Harasis 503,51560,Valid,H3-4,2421.60000,Found,01/01/2007 12:00:00 AM,19.75223,56.31060,"(19.75223, 56.3106)",Oman
Jiddat al Harasis 504,51561,Valid,H3-5,674.30000,Found,01/01/2007 12:00:00 AM,19.75273,56.31030,"(19.75273, 56.3103)",Oman
Jiddat al Harasis 505,50918,Valid,H5,326.20000,Found,01/01/2008 12:00:00 AM,19.69418,55.67480,"(19.69418, 55.6748)",Oman
Jiddat al Harasis 506,50919,Valid,H5,2850.30000,Found,01/01/2008 12:00:00 AM,19.67495,55.64743,"(19.67495, 55.64743)",Oman
Jiddat al Harasis 507,50920,Valid,L6,310.00000,Found,01/01/2008 12:00:00 AM,19.67897,55.52115,"(19.67897, 55.52115)",Oman
Jiddat al Harasis 508,50921,Valid,L6,387.90000,Found,01/01/2008 12:00:00 AM,19.66977,55.51240,"(19.66977, 55.5124)",Oman
Jiddat al Harasis 509,50922,Valid,H4,147.80000,Found,01/01/2008 12:00:00 AM,19.63783,55.56237,"(19.63783, 55.56237)",Oman
Jiddat al Harasis 510,50923,Valid,H6,21.90000,Found,01/01/2008 12:00:00 AM,19.63498,55.56403,"(19.63498, 55.56403)",Oman
Jiddat al Harasis 511,50924,Valid,H6,166.40000,Found,01/01/2008 12:00:00 AM,19.54188,55.15273,"(19.54188, 55.15273)",Oman
Jiddat al Harasis 512,50925,Valid,H4,1242.00000,Found,01/01/2008 12:00:00 AM,19.53085,55.17998,"(19.53085, 55.17998)",Oman
Jiddat al Harasis 513,51407,Valid,LL7,9.50000,Found,01/01/2008 12:00:00 AM,19.53098,55.17978,"(19.53098, 55.17978)",Oman
Jiddat al Harasis 514,54447,Valid,EL4,20.20000,Found,01/01/2008 12:00:00 AM,19.52662,55.19542,"(19.52662, 55.19542)",Oman
Jiddat al Harasis 515,50926,Valid,L5-6,24.40000,Found,01/01/2008 12:00:00 AM,19.54963,55.24668,"(19.54963, 55.24668)",Oman
Jiddat al Harasis 516,50927,Valid,H5,172.80000,Found,01/01/2008 12:00:00 AM,19.41078,55.11403,"(19.41078, 55.11403)",Oman
Jiddat al Harasis 517,50928,Valid,H6,162.30000,Found,01/01/2008 12:00:00 AM,19.50153,55.17292,"(19.50153, 55.17292)",Oman
Jiddat al Harasis 518,50929,Valid,H6,14.10000,Found,01/01/2008 12:00:00 AM,19.53042,55.18007,"(19.53042, 55.18007)",Oman
Jiddat al Harasis 519,50930,Valid,H6,0.90000,Found,01/01/2008 12:00:00 AM,19.53060,55.18097,"(19.5306, 55.18097)",Oman
Jiddat al Harasis 520,50931,Valid,L6,117.10000,Found,01/01/2008 12:00:00 AM,19.53048,55.18135,"(19.53048, 55.18135)",Oman
Jiddat al Harasis 521,51408,Valid,L6,1989.00000,Found,01/01/2008 12:00:00 AM,19.53048,55.18157,"(19.53048, 55.18157)",Oman
Jiddat al Harasis 522,51409,Valid,H6,6.00000,Found,01/01/2008 12:00:00 AM,19.53170,55.18148,"(19.5317, 55.18148)",Oman
Jiddat al Harasis 523,51410,Valid,H6,60.60000,Found,01/01/2008 12:00:00 AM,19.53182,55.18183,"(19.53182, 55.18183)",Oman
Jiddat al Harasis 524,51411,Valid,H6,6.00000,Found,01/01/2008 12:00:00 AM,19.53122,55.17975,"(19.53122, 55.17975)",Oman
Jiddat al Harasis 525,51412,Valid,L4-6,1.60000,Found,01/01/2008 12:00:00 AM,19.53323,55.17502,"(19.53323, 55.17502)",Oman
Jiddat al Harasis 526,51413,Valid,H6,5.60000,Found,01/01/2008 12:00:00 AM,19.53333,55.17557,"(19.53333, 55.17557)",Oman
Jiddat al Harasis 527,51414,Valid,H6,3.80000,Found,01/01/2008 12:00:00 AM,19.53373,55.17553,"(19.53373, 55.17553)",Oman
Jiddat al Harasis 528,51415,Valid,H6,19.70000,Found,01/01/2008 12:00:00 AM,19.53428,55.17403,"(19.53428, 55.17403)",Oman
Jiddat al Harasis 529,51416,Valid,H6,2.10000,Found,01/01/2008 12:00:00 AM,19.53428,55.17403,"(19.53428, 55.17403)",Oman
Jiddat al Harasis 530,51417,Valid,H4-6,12.60000,Found,01/01/2008 12:00:00 AM,19.53348,55.17490,"(19.53348, 55.1749)",Oman
Jiddat al Harasis 531,51418,Valid,H6,1.70000,Found,01/01/2008 12:00:00 AM,19.53415,55.17548,"(19.53415, 55.17548)",Oman
Jiddat al Harasis 532,50932,Valid,L6,30.80000,Found,01/01/2008 12:00:00 AM,19.53378,55.17478,"(19.53378, 55.17478)",Oman
Jiddat al Harasis 533,51419,Valid,H6,24.00000,Found,01/01/2008 12:00:00 AM,19.54055,55.16707,"(19.54055, 55.16707)",Oman
Jiddat al Harasis 534,50933,Valid,H6,87.10000,Found,01/01/2008 12:00:00 AM,19.53848,55.16965,"(19.53848, 55.16965)",Oman
Jiddat al Harasis 535,51420,Valid,H4-6,89.40000,Found,01/01/2008 12:00:00 AM,19.53602,55.16712,"(19.53602, 55.16712)",Oman
Jiddat al Harasis 536,51421,Valid,H6,1.00000,Found,01/01/2008 12:00:00 AM,19.54402,55.16508,"(19.54402, 55.16508)",Oman
Jiddat al Harasis 537,51422,Valid,H6,33.20000,Found,01/01/2008 12:00:00 AM,19.53667,55.17385,"(19.53667, 55.17385)",Oman
Jiddat al Harasis 538,50934,Valid,H6,316.00000,Found,01/01/2008 12:00:00 AM,19.54530,55.16248,"(19.5453, 55.16248)",Oman
Jiddat al Harasis 539,50935,Valid,H4,0.50000,Found,01/01/2008 12:00:00 AM,19.54527,55.16233,"(19.54527, 55.16233)",Oman
Jiddat al Harasis 540,50936,Valid,H5,259.20000,Found,01/01/2008 12:00:00 AM,19.53575,55.16250,"(19.53575, 55.1625)",Oman
Jiddat al Harasis 541,50937,Valid,H5,104.20000,Found,01/01/2008 12:00:00 AM,19.53657,55.16298,"(19.53657, 55.16298)",Oman
Jiddat al Harasis 542,50938,Valid,H4,80.10000,Found,01/01/2008 12:00:00 AM,19.61122,55.22913,"(19.61122, 55.22913)",Oman
Jiddat al Harasis 543,51423,Valid,H6,8.80000,Found,01/01/2008 12:00:00 AM,19.53807,55.16788,"(19.53807, 55.16788)",Oman
Jiddat al Harasis 544,50939,Valid,H5,78.80000,Found,01/01/2008 12:00:00 AM,19.54752,55.16568,"(19.54752, 55.16568)",Oman
Jiddat al Harasis 545,50940,Valid,H5,14.60000,Found,01/01/2008 12:00:00 AM,19.53665,55.16277,"(19.53665, 55.16277)",Oman
Jiddat al Harasis 546,50941,Valid,H6,322.90000,Found,01/01/2008 12:00:00 AM,19.53663,55.16012,"(19.53663, 55.16012)",Oman
Jiddat al Harasis 547,51424,Valid,H4-6,105.60000,Found,01/01/2008 12:00:00 AM,19.53820,55.16833,"(19.5382, 55.16833)",Oman
Jiddat al Harasis 548,50942,Valid,L6,433.60000,Found,01/01/2008 12:00:00 AM,19.53102,55.18237,"(19.53102, 55.18237)",Oman
Jiddat al Harasis 549,50943,Valid,H5,86.50000,Found,01/01/2008 12:00:00 AM,19.53858,55.20168,"(19.53858, 55.20168)",Oman
Jiddat al Harasis 550,50944,Valid,H6,193.90000,Found,01/01/2008 12:00:00 AM,19.53697,55.17742,"(19.53697, 55.17742)",Oman
Jiddat al Harasis 551,51425,Valid,H4-6,24.00000,Found,01/01/2008 12:00:00 AM,19.52913,55.18165,"(19.52913, 55.18165)",Oman
Jiddat al Harasis 552,50945,Valid,L5,17.70000,Found,01/01/2008 12:00:00 AM,19.52500,55.18333,"(19.525, 55.18333)",Oman
